貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2013-12-28 05:51:41+00:00,211037402285285_617386798317008,"五月天 阿信：
這個月例行地參與了公視與華視的兩場董事會，公視本月著重於處理數年積累的派遣工權益問題，而華視則忙於審查明年總預算。邵玉銘董事長全身投入協調運營的精神令人敬佩，施振榮董事與侯文詠董事則為公視形象與募款奔走，而被委任處理派遣人力盤點的童子賢董事，更在百忙中投入上百小時一位位的面談。

學習到很多，所謂格局，不只是眼界高遠，更是願意捲起袖子全身投入的決心。歲末，也向公廣集團所有夥伴致上敬意，辛苦了，新年快樂。: )
www.facebook.com/ashin555",,88826,482
2013-12-27 12:41:05+00:00,211037402285285_617086138347074,"一直是你，與我同行，每一步。 : )
五月天2013單曲 [步步] MV ★ 首播 http://t.cn/8kuHPBu

● 五月天 [步步]? 自選作品輯  12/30發行
步步｜洋蔥｜入陣曲｜傷心的人別聽慢歌｜突然好想你｜倔強｜我不願讓你一個人｜盛夏光年...
● 五大唱片： http://goo.gl/jGRZg7
● 博客來：http://goo.gl/jagNVr

● 五月天 2014｜英.法.荷.美.加.韓 巡迴演唱會 
● Tickets 票務：http://t.cn/zOC1lRn
相信音樂國際股份有限公司 | 五月天 Mayday",,129771,2197
2013-12-26 14:02:45+00:00,211037402285285_616459095076445,"好吧，大家乾脆來投票笑點NO.1好了。：
1. 片頭的「陳信宏，你有什麼要說？」
2. 五個人很滑的一起轉過身來對嘴。
3. 怪獸仆倒在田埂裡腳還抽搐。
4. 拿出七彩霓虹燈時瑪莎的表情。
http://youtu.be/2F0m58YIMPs?hd=1",五月天 阿信 shared their photo.,77494,168
2013-12-25 10:30:11+00:00,211037402285285_615964298459258, (?°????????ω°?????????) 把我們擁有的平安幸福，與需要的孩子們分享。,五月天 阿信 shared STAYREAL's photo.,61682,91
2013-12-25 08:16:42+00:00,211037402285285_615899691799052,"2013 五月天 步步 自選作品輯
http://www.bin-music.com.tw/tw/news801.html

2014 五月天 諾亞方舟 巡迴演唱會
http://www.bin-music.com.tw/events/mayday/2012concert/",五月天 阿信 updated their cover photo.,137082,607
2013-12-23 14:23:09+00:00,211037402285285_615072348548453,"五月天 阿信：
數數看聖誕樹上，幾顆燈是亮的？幾顆是暗的？ 
數對的人，新的一年都會心想事成，以後五月天門票一定買得到噢。

聖誕快樂！
www.facebook.com/ashin555",,98197,3177
2013-12-23 10:16:15+00:00,211037402285285_614988391890182,"五月天 阿信：
最近很想好好的逗他笑，
台北的天空可以不要下雨了嗎？

願意加入的喊一聲。
www.facebook.com/ashin555",,115382,1254
2013-12-21 07:29:04+00:00,211037402285285_613998985322456,"2013還剩10天，你的2013精采嗎？
有沒有依依不捨的感覺 ( ‧? ? ‧?)？

www.facebook.com/ashin555  ",五月天 阿信 shared their photo.,108613,130
2013-12-20 15:02:54+00:00,211037402285285_613718355350519,從15年上百首五月天的作品中，百轉千迴挑選出15+15首，以此代表2014前夕的五月天，此時此刻最想留下的樣貌，這是否也能說明此刻的你呢？ : ),五月天 阿信 shared 五月天 Mayday's photo.,43153,154
2013-12-20 05:00:59+00:00,211037402285285_613556572033364,"五月天 阿信：
哈哈，這是真的嗎？

www.facebook.com/ashin555",,116457,3011
2013-12-16 13:31:56+00:00,211037402285285_611806358875052,The Best of You & Me.  : ),五月天 阿信 shared 相信音樂國際股份有限公司's photo.,30838,92
2013-12-16 08:59:04+00:00,211037402285285_611715188884169,"五月天 阿信：
圖片說明： 我的星期一  

www.facebook.com/ashin555",,125306,2214
2013-12-15 03:39:17+00:00,211037402285285_611152322273789,"與你分享，關於五月天怎麼找到封面小女生的故事：
http://v.youku.com/v_show/id_XNjQ3NzUzNDE2.html

也請你們與我分享，你們怎麼找到五月天的故事，好嗎？",,69874,945
2013-12-14 12:41:15+00:00,211037402285285_610780792310942,"五月天 阿信：
你們有看到什麼嗎？ 
拍攝的時候有這個 ＃紅衣小女孩 嗎？ 
http://youtu.be/2F0m58YIMPs?hd=1",,122729,2289
2013-12-13 12:18:26+00:00,211037402285285_616457301743291,"好吧，大家乾脆來投票笑點NO.1好了。：
1. 片頭的「陳信宏，你有什麼要說？」
2. 五個人很滑的一起轉過身來對嘴。
3. 怪獸仆倒在田埂裡腳還抽搐。
4. 拿出七彩霓虹燈時瑪莎的表情。 

★ 五月天 [有些事現在不做] MV
http://youtu.be/2F0m58YIMPs?hd=1
★ 五月天 [步步] MV  
首播 http://t.cn/8kuHPBu",,176950,10014
2013-12-12 23:18:50+00:00,211037402285285_609987169056971,"13號星期5，今天。

www.facebook.com/ashin555",,102314,748
2013-12-12 15:11:51+00:00,211037402285285_609819522407069,"我我我！
我想夜騎。

帶我去。",五月天 阿信 shared CHOCOLABS 可口APP研究室's photo.,70019,69
2013-12-12 10:52:17+00:00,211037402285285_609725025749852,"一路有你，與我同行。 : )

www.facebook.com/ibinmusic",五月天 阿信 shared 相信音樂國際股份有限公司's photo.,985,1
2013-12-10 14:57:48+00:00,211037402285285_608868959168792,會在哪一場看到你？ (???人)?,五月天 阿信 shared 五月天 Mayday's photo.,53780,96
2013-12-09 13:26:30+00:00,211037402285285_608379489217739,"五月天 阿信：
2013年快到盡頭，
今年發生了哪些讓你難忘的事情？

http://youtu.be/DDs5bXh4erM?hd=1",,102361,1299
2013-12-08 15:25:09+00:00,211037402285285_607968275925527,"白天昏昏欲睡，半夜冏冏有神，那就是我=_=。

www.facebook.com/ashin555",五月天 阿信 shared CHOCOLABS 可口APP研究室's photo.,97993,167
2013-12-08 09:00:27+00:00,211037402285285_607832139272474,"五月天 阿信：
長得高也不見得是一件好事，對吧？
重要的是志氣有多高。

www.facebook.com/ashin555",,149937,3907
2013-12-06 08:09:42+00:00,211037402285285_617250048330683,"在時差中醒來，手機裡已經躺著很多生日祝賀簡訊，啊又一年了好快。

今年發生了很多事，加入公共電視董事會，又唱過了一回鳥巢與八萬人體育場，第二部3D電影，在日本發行第一張唱片，上了BBC和Music Station，飛到倫敦、巴黎、紐約宣傳演唱會，STAYREAL搬到一個很大的辦公室 ...... 活到現在，還有很多意料之外，算是很棒的人生了吧。

你問我還有什麼願望呢？ 我想躺在陽明山上看星星，想去西門町萬年買一盒鋼彈模型，想逛夜市用飛鏢射氣球。有更大的夢想嗎？ 其實...沒有，我想我已經完成了最驕傲的部分了，那就是讓這些歌曲，曾有那麼一次，經過你的心。

謝謝你們，爸媽給我生命，而給了我這個人生的，是你。

生日快樂給我，美夢成真給你。: )
阿信 2013.12.06

★ 五月天 [步步] MV 
首播 http://t.cn/8kuHPBu",,277676,8168
2013-12-05 09:23:21+00:00,211037402285285_606398346082520,"「牠是你生活的一部分，但你是牠生命的全部。」
每次看到可愛的小狗小貓，我總是想到這句話。

 九把刀 的電影 十二夜 。 
https://www.facebook.com/twelvenights",五月天 阿信 shared 十二夜's photo.,114463,340
2013-12-04 15:31:43+00:00,211037402285285_606080422780979,"五月天 阿信：
 (★_★)/ 好了，今天別再轉發害人頭暈了，
上次竟然有6000個叛逆鬼！

www.facebook.com/ashin555",,75338,3378
2013-12-02 19:53:06+00:00,211037402285285_605296539526034,"我們走到這裡了，2014見。
3/17 溫哥華｜Pacific Coliseum
3/20 多倫多｜Air Canada Centre
3/22 紐   約｜麥迪遜花園廣場
3/24 芝加哥｜Auditorium Theatre
3/28 聖荷西｜The Center at San Jose State University
3/29 洛杉磯｜Los Angeles Memorial Sports Arena
www.bin-music.com/tw/news793.html",,136838,2854
2013-12-01 13:57:00+00:00,211037402285285_604711439584544,"五月天 阿信：
誰的手機掉在紐約時代廣場的屋頂上？

HTC Taiwan www.fb.com/HTCTaiwan",,208546,1385
2013-12-01 09:34:26+00:00,211037402285285_604617699593918,"五月天 阿信：
所謂的 HIGH起來！
就是要用力 JUMP！

www.facebook.com/ashin555",,96626,1129
2013-11-30 12:36:24+00:00,211037402285285_604227999632888,"五月天 阿信：
辛苦了，謝謝你為我們的無盡付出。

www.facebook.com/ashin555",,152324,1500
2013-11-29 09:42:10+00:00,211037402285285_603754429680245,"Just Rock It 2014 ! 
邀請你一起度過2014的第一秒與第一天。 : ) 

2013/12.31 ＋ 2014/01.01
詳情 www.bin-music.com/tw/news781.html
ps: ( ‧? ? ‧?) 大家要我不要轉貼我只好自己貼了。",,98629,2469
2013-11-28 00:58:50+00:00,211037402285285_603201226402232,"嘿，又一年了，一切都是老樣子，這算是一種美好吧！ 

生日快樂啊老兄。
www.facebook.com/monster531",五月天 阿信 shared their photo.,96258,187
2013-11-27 13:48:22+00:00,211037402285285_602988739756814,"第一次看到專輯的背面時，
不得不讚嘆設計師的幽默。 : )

www.facebook.com/ashin555",五月天 阿信 shared 五月天 Mayday's photo.,54819,74
2013-11-26 10:09:20+00:00,211037402285285_602463916475963,"五月天 阿信：
我要...去五樓，要按哪個鍵？ \(★﹏★;)

(就說數學要學好...)
www.facebook.com/ashin555",,192832,4343
2013-11-25 04:51:57+00:00,211037402285285_601912273197794,今天就這麼說定了。: ),五月天 阿信 shared their photo.,84242,371
2013-11-24 02:25:43+00:00,211037402285285_601340439921644,早安！,五月天 阿信 shared STAYREAL's photo.,75791,291
2013-11-23 15:47:03+00:00,211037402285285_601104123278609,"五月天 阿信：
美麗的夢想後，也許會有失敗，
不過，只要能守護好最重要的東西，
那就放手一搏吧。: )

www.facebook.com/ashin555",,130871,3585
2013-11-22 15:18:47+00:00,211037402285285_600637083325313,"五月天 阿信： (★_★)
今天看到這張圖，頭好暈，請大家不要點大圖來看，
更不要轉發陷害你的朋友噢。

www.facebook.com/ashin555",,96352,8810
2013-11-22 07:52:20+00:00,211037402285285_600503070005381,"╮(╯▽╰)╭   堅固到可以防彈，副作用是要看到老闆，誰叫你要用這隻手機。 


HTC Taiwan",五月天 阿信 shared nAka's photo.,81779,100
2013-11-20 15:36:54+00:00,211037402285285_599157886806566,"不想跟我一樣黑眼圈的傢伙都快上床睡覺囉！

然後地球背後的你可以...。
http://t.cn/8k7mY7u 英法荷演唱會開票了。",五月天 阿信 shared their photo.,126999,118
2013-11-18 02:20:38+00:00,211037402285285_597951836927171,"今天早上出現這種感覺了，對吧？ （¯﹃¯）

www.facebook.com/ashin555",五月天 阿信 shared their photo.,96781,633
2013-11-17 07:07:26+00:00,211037402285285_597603373628684,讓我們一起來  做點對得起假日的事吧！  (￣ε ￣) . z Z,五月天 阿信 shared CHOCOLABS 可口APP研究室's photo.,118691,1933
2013-11-16 12:57:01+00:00,211037402285285_597241053664916,"明天，東京發片記者會。?(‧? _ ‧? ?) 
★日語單曲 Mayday x GLAY  
http://youtu.be/jVKlegbLCp8
★浪漫的逃亡 APP on Line 
http://www.chocolabs.com
★諾亞方舟3D特映會  
11/17 16:00 六本木 TOHO CINEMAS",,86704,1380
2013-11-15 10:40:53+00:00,211037402285285_596801903708831,: )  ,五月天 阿信 shared 五月天 Mayday's photo.,59968,483
2013-11-15 01:47:59+00:00,211037402285285_596637633725258,"早安，
把眼淚留在昨夜，把笑容留在今天。 : )

http://www.facebook.com/StayRealSG",五月天 阿信 shared StayReal Singapore's photo.,128286,3328
2013-11-14 03:04:05+00:00,211037402285285_596252677097087,"五月天 阿信：
每天起床都好像跟睡神摔角一樣慘烈，你呢？  

www.facebook.com/ashin555",,103708,1272
2013-11-11 08:10:47+00:00,211037402285285_594945667227788,"「曾經與那年的他或她，約定去哪些地方嗎？」在我身邊聽到一個真實故事，讓我改變了對他的認識。

他請了假，旅行了一段時間。拍足了兩人份的照片，吃過了兩人份的美食，走完了兩人份的旅程，卻都是獨自一人。

「約定就是約定。; )」他回來時，帶著喜悅與孤單混和的複雜笑容說。

五月天 [步步] 即將首播：
五月天 Mayday  相信音樂國際股份有限公司",,125140,3352
2013-11-10 18:46:20+00:00,211037402285285_594713500584338,進度嚴重超前。  (;???Д??`)/,,124220,275
2013-11-10 07:27:08+00:00,211037402285285_594460013943020,有沒有人要一起搭五月天英倫巴士？ : ),五月天 阿信 shared 五月天 Mayday's photo.,69778,206
2013-11-08 08:25:27+00:00,211037402285285_593641074024914,"五月天 阿信：
愛因斯坦的時間相對論，
其實我們早就證實了。

www.facebook.com/ashin555",,384215,13367
2013-11-07 11:20:34+00:00,211037402285285_593242610731427,"英勇的 [鍵盤宣傳小隊] 們，
麻煩大家出動囉。(???人)?

https://twitter.com/Mayday_EN ",五月天 阿信 shared 五月天 Mayday's photo.,33863,557
2013-11-05 14:39:14+00:00,211037402285285_636161809772840,"15年，我們終於走到這裡。: ) 

[最新] 五月天 |諾亞方舟| 歐美場次票務

★ 2/21倫敦＋2/23巴黎
http://goo.gl/eO6FRB

★ 2/26荷蘭
http://goo.gl/sbeB35

★ 3/17溫哥華＋3/20多倫多
http://goo.gl/QeKxpW

★ 3/22紐約＋3/24芝加哥＋3/26休士頓
★ 3/28 聖荷西＋3/29洛杉磯
http://goo.gl/QeKxpW

[詳細} 場次資訊 www.bin-music.com.tw/events/mayday/2012concert/",,231793,4513
2013-11-04 11:01:03+00:00,211037402285285_591531074235914,"如果真的選上了台北市長，那還當高雄觀光代言人是不是怪怪的？而且是不是不能在路邊吃豆漿跟蛋餅了？ 不過，台北市長如果到紐約麥迪遜廣場開演唱會，又好像很酷噢。: )

However,
we are on the way to the world.
http://youtu.be/5agReUmTs8I?hd=1",,200066,3028
2013-11-02 11:38:53+00:00,211037402285285_590622930993395,"五月天 阿信：
有人知道這個旅館在哪裡嗎？ 好想去住看看。
沒錯，那兩隻狗  就是旅館。 (★__★)

https://www.facebook.com/ashin555",,157520,3176
2013-11-02 05:02:14+00:00,211037402285285_590508191004869,"本來想在午夜的台北街頭，
騎uBIKE吹吹風，結果發現沒有地方可以投幣......。",五月天 阿信 shared CHOCOLABS 可口APP研究室's photo.,51343,287
2013-11-01 15:15:04+00:00,211037402285285_590204934368528,"離開書桌，離開椅子，
躺進溫暖的被窩，一二三說晚安，
我們約好夢裡見。 : )

記得跟我說  晚安  噢。
www.facebook.com/ashin555",,132423,1397
2013-10-31 11:15:27+00:00,211037402285285_589486524440369,"Happy Halloween Halloween Halloween.

（ ?(‧? _ ‧? ?)  這次拼對了！） ",五月天 阿信 shared 五月天 Mayday's photo.,84279,513
